BPLR_Name,BlurType,Laplacian Variance, FFT_Mean, FFT_Freq, ImageFileNumber, Imagetype
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3345.56568607],72.11164524354076,2.873443983402489,79,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3334.83989866],72.03183334802819,2.8319502074688794,8,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3342.34918962],72.10704414198369,2.873443983402489,80,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3342.83919966],72.10765732691067,3.1016597510373445,81,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3349.05002984],72.11482161871368,2.873443983402489,82,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3351.93280123],72.12092645844658,3.1016597510373445,83,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3343.51562673],72.11704585909548,3.1016597510373445,84,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3342.34810659],72.11187052593772,2.873443983402489,85,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3348.57997312],72.11042418834272,2.873443983402489,86,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3344.57901939],72.1145808641001,3.1016597510373445,87,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3338.99639257],72.11355814020571,3.0601659751037347,88,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3346.8738777],72.11848372092048,3.1016597510373445,89,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3331.79218158],72.03463717337468,3.1431535269709543,9,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3340.64970449],72.11879321881979,2.873443983402489,90,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3473.76379842],71.90302027235278,3.4128630705394194,91,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3460.29410143],71.90930833189361,3.5373443983402493,92,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3465.28499603],71.92579854609207,3.4128630705394194,93,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3448.55029548],71.9355554355438,3.4128630705394194,94,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3451.05641901],71.92962589431494,3.4128630705394194,95,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3445.2363142],71.93507045707757,3.4128630705394194,96,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3454.94522915],71.9410559444558,3.5373443983402493,97,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3445.17582063],71.94234872685531,3.5373443983402493,98,Tester_Image
L1_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3441.42956206],71.94219148878466,3.4128630705394194,99,Tester_Image
